text,is_Error
"I have used this app for nearly 10 days, it was working fine for a week and i loved it, but since last 2 days answers keep rejecting even though i have written the right answer, it's so annoying and highly disappointing. And i have also reported by clicking on the flag but glitch is not resolved yet. Desperately looking for a solution here as last resort. hope i get an update about this issue soon.",1
Learing a different language in very little time per day,1
Best,0
It's very helpful for learning,0
Very helpful and enjoyable,0
Great ap for beginnings in any language. Gently progresses you forward while consistely revisiting what you've learned. Helpful hints along the way. Don't forget to look for the underlined words if you need a memory boost.,1
My son really loves it.and he is just 6year old and he is enjoying learning through this app I definitely give 5star the best app for learning 😍👏👏👏👏 Hat's off to you guys 👑⛑👒🎩,1
One problem is that it sometimes doesn't ...,0
Great app. Easy to use. Fun.,0
It says free but you have to pay,0
"I have been learning French for 4-5 months now since November 2020. I am at the vacation and school skill above checkpoint 2. I love using this app and learn the language. But I have been facing problems since 2 days now. The Read and Respond Questions are unanswerable and unskippable. I have 600 lingots so I can streak freeze for a month. But if this problem doesn't fix I would have to probably stop learning and in the worst case, delete this app. Plz help me fix the problem Duolingo Plz plz",1
Love it,0
"4 stars only because there is no Serbian language, so it makes a little bit harder for learning other languages.",1
I like my daily lesson. Its s good habit,1
Lovely app thanks for your help,0
I love it,0
Fun app I just started using it will update review once I've had more time with it,0
"Love it! I'm learning french! I already have a french teacher, but she teaches real slow! So, my dad told me about this app and I use it everyday! I have learned a lot in the past 2 or 3 months, but to finish one whole course of a language because it teaches you every single detail about french! That is what I love!!!!! I 100% recommend it! Please install to learn a language! For kids especially!",1
I really love this app! I can learn EngLish everywhere! Thank you so much,1
Excellent,0
Good app.,0
Plz add Urdu....!!!,1
"I never give any apps a '5 star'.U know why? Because this is the best app ever!No glitch, less ad, smooth and fancy graphic, and ITS FREE. You deserve to have 5 star! Your hardwork is really worth and nice to give free . If i got money i will donate u some but im still school. Good Job.",1
Nice interface it makes it fun to study. Builds up step by step and doesn't make it to hard so you don't lose willingness.,1
Duolingo is perfect!😍,0
"Great app. No freezing or anything in a few days of usage so far. Learning in various ways by listening, matching words on the screen, repeating audio (for pronunciation purpose) and visually. And it is friendly with various topics of interest. The free version has some advertising in between lessons, but it is tolerable. It is free, so it is fine. Paid version with no advertisement option is available.",0
"Love it, I'm learning Swedish but where is Urdu?? Pakistan's language urdu, where is It? Pakistan does exist then why isn't Urdu in Duolingo?",1
Good feeling,0
Very wonderful I would personally say hundred stars,1
Very good apps and nice,0
It's so exciting and beneficial and fun and so simplified,0
Its very nice app this is no 1 app for learning languages,0
I've tried to learn French my entire life. it was never this easy and fun for me. Until Duolingo.,1
I really love their method of teaching languages :),0
He is more than wonderful,0
Buenos,1
"If you have even a little interest in learning foreign languages, then this app is the best option for you. You can learn more than one language anytime anywhere....it also consumes very less internet....so guys just pull up your socks and start learning your favourite languages only on Duolingo.",1
"Been a user for quite sometime now and it has been an amazing experience so far.. However, there are some glitches. When I try to purchase streak freeze or anything from the store, it just hangs a lot without any result. Also, it should have the contact info of peers displayed if anyone voluntarily lists their contact info. And lastly, try and see if you can include some Indian languages too. That's be great!",1
Nice app for learning and speeking english,1
"SPANISH OR VANISH but no joke, it's actually pretty helpful, I'm impressed:) now i can brag to my online friends that I'm not TOTALLY useless",1
I rate this app 1 star kuka is ma urdu nahi ha,1
I can't hear some records,0
Wrong to still be advertising it as Free.,0
Great app to learn a new language. Es ist sehr gut,1
I have just started with this and I don't want to pay money as think it would be too expensive but losing hearts and having to start again few hours later so unfair. I'm half way through lesson we should be able to see advert to get couple hearts to carry on.,1
Really good and easy to use!!,1
It's decent and better than a lot of other apps,0
It's really good 👍,1
👍,0
Throws you into quizes immediately. Unclear as to what you're supposed to do.,1
Super,0
This app makes learning new words/phrases easy.,0
Dance 3 H Dada ku dekhne Dada 7%^,1
This app is too much cool,0
"I really enjoy using Duolingo to learn Spanish. There are some advantages to the paid version, but thus far I have been to cheap to upgrade.",1
Great app!,0
Nice,0
An excellent app ! A great service to investors and traders alike ! Very user friendly and helps you to keep updated with the latest stats of stocks and commodities ! Thanks !,1
Awesome app...It's very helpful for me.,1
Very good app,0
Good aap,1
"After being a paid member, I'm feeling that what I'm getting which is better than free membership? No, stock recommendation, no informational news which may be benefitting while trading. I really want to ask stock edge to add atleast next day recommendation on daily basis.",1
Very useful app,0
not bad,1
"Tata Capital loan app made the process very simple & manageable, Helpful in emergencies with low rate of interest. Thank u for providing such services.",0
"Highly recommended to all...very easy to use, great customer service, always help when there is need on money in an emergency.",0
Easy and fast service provided by Tata Capital loan app. Must try,0
"एक नंबर का बकवास app है किसी काम का नही है ख़त्म app एकदम, इसको बेच कर मूँगफली खा लो और पूरे स्टाफ को खिलाना , इतना खतम app आजतक नही देखा लाइफ में👎👎😡😡😠😠😠",1
"Easy to use app and we can get personal loans in 24 hours with lowest interest and less documents required.Fantastic service which you doing, keep going, and do well",1
Highly impressed with their service.Great customer service.would definitely recommend in to other.A very good platform to use for solving your instant cash loan needs.,1
Good,0
I m unable to login through this app..its just useless ..everytime i have to visit the site then login.....if there is any solution for my query then help me out,1
User friendly,1
"The most worest application. Staff also forced me for applying to a loan. All verifications completed with positive response, but they rejected n didn't give proper explanation. All fake people",1
Ful of fun,1
Is trash,0
I love this game thanks to gizzy gazza for making a slither.io movie sub to ☺️😉😉😉😉😉😉😉☺️🙂🐱😌😍😁😁😽😉🤠😺😅🤫,1
i like it,1
Super fun fun fun,0
Nobody download this app it is the most horrible app I've ever seen,1
It is good. I like it.,0
Very nice games,0
TRASH FAME ITS SO DEAD LOLLL,1
Soooooooooooo good,1
I like this,0
I hate kinda its just so bad i dont like how u cant go into the red stuff,1
This game is best for me,0
When I played this game for the first time I was thinking that this game like any game but I recognize that (slither.io) is different and like competition and I love competition's games I WILL RATE IT WITH 5 STARS ★★★★★,1
👌👌👌👌👌👌👌👌👌👌👌👌👌👌,0
Noice game,1
PARRH,1
I like slither because I found the build the slither to create I always try is I only try green and pink. So I can play the game and I'm good at killing anybody I always go around anybody to kill them too. 😊,1
